x_minimo,x_maximo,y_minimo,y_maximo,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,tipo_do_aço_A300,tipo_do_aço_A400,targets
0.010087776758810429,0.09601873536299765,0.005744937445603925,0.01962856215584836,0.0027254414030098355,0.01963864886095837,0.021126760563380285,0.0031264343896587627,0.375,0.24162257495590822,0.0,0.5153062044782551,0.22688906752411578,0.6174280315660776,0.798183652875883,0.009278350515463916,0.524959914484233,0.6909415720891131,0.3394182180078804,0.42963801028632714,0.0,0.3025680633326897,0.3155674155277487,0.38876080691642656,0.403242251223491,0.5375842836926662,0.20668345159075302,0.07877604166666666,0,1.0,7.0
0.07343115419887332,0.3155737704918033,0.04041261025240505,0.13807605823845484,0.005411383655251412,0.0054988216810683424,0.026760563380281693,0.000588408452271744,0.4147727272727273,0.23809523809523814,0.038461538461538464,0.5004519155893764,0.3428456591639872,0.5407358008224964,0.7117053481331989,0.002634593356242841,0.7624799572421165,0.8248213535098782,0.27671329799070765,0.3690177753273711,0.0,0.12476208865473198,0.19620641159712954,0.25180115273775217,0.35955342577487764,0.5319237492716223,0.020485236896314957,0.07226562499999999,0,1.0,8.0
0.002685706799423556,0.12353629976580796,0.06125903523762795,0.20930577512495768,0.24852865663388238,0.21445404556166536,0.18591549295774648,0.21540326229187562,0.27840909090909094,0.23104056437389797,0.0,0.5163722306194501,0.06069131832797428,0.424808269423141,0.34268415741675073,0.14432989690721648,0.6113308391234633,0.42749054224464056,0.2607541563318344,0.36472403933181613,0.0,0.8333103467299258,0.7002993040279831,0.6431195965417869,0.17312398042414356,0.3510363772579705,1.0,0.024739583333333332,0,1.0,3.0
0.008450150661600944,0.08899297423887588,0.0018067358083470803,0.00617356435175754,0.01066477070742979,0.029065200314218383,0.03380281690140845,0.010999319724755235,0.3295454545454546,0.23809523809523814,0.0,0.466461965589409,0.19031350482315115,0.5039457596976771,0.6756811301715439,0.02027491408934708,0.6984500267236771,0.7171080285834385,0.374202358091877,0.5257493068622109,0.0,0.4586379058284832,0.4133280444268148,0.4606268011527378,0.3413539967373572,0.4728211104636643,0.7966353856717785,0.07226562499999999,0,1.0,3.0
0.028560199135333423,0.25585480093676816,0.11227909987576878,0.04060774400733674,0.0022514515937907334,0.01178318931657502,0.021126760563380285,0.0019496174851152748,0.22159090909090906,0.2275132275132279,0.11538461538461542,0.41304777956393035,0.646201768488746,0.39402022896521055,0.3470232088799192,0.0017182130584192448,0.3082843399251737,1.0,0.5964149855558656,0.3598634203560478,1.0,0.28165944887319666,0.17208178572716454,0.44326368876080696,0.8350836052202284,0.3329726130025805,0.09395742732890824,0.055989583333333336,0,0.0,8.0
0.04022009694746496,0.3155737704918033,0.013233315096552204,0.04521783651436791,0.005411383655251412,0.1539670070699136,0.1647887323943662,0.20970126499585448,0.2727272727272727,0.23104056437389797,0.0,0.44642635193626756,0.05767684887459808,0.3902411915082805,0.39586276488395555,0.12909507445589918,0.7786210582576162,0.505464480874317,0.267245752796385,0.6780922417932918,0.0,0.8303312829283095,0.6833147019580974,0.6481628242074928,0.19998980424143553,0.34970448680596017,1.0,0.026692708333333332,0,1.0,3.0
0.002554696711646797,0.12412177985948478,0.030670482932075405,0.10480086937864677,0.4056562783900146,0.4320502749410841,0.44647887323943664,0.3909620198313734,0.36363636363636365,0.30511463844797193,0.0,0.2479236494403989,0.05596864951768489,0.6222074024674892,0.784561049445005,0.1422680412371134,0.2757883484767504,0.4103614964270702,0.44631632077566047,0.8512094374162906,0.0,0.8919537693432268,0.7029677977714471,0.7730907780979829,0.39636011419249595,0.4267044035628069,1.0,0.013671874999999998,0,1.0,3.0
0.002816716887200315,0.11416861826697892,0.01564643729068612,0.05346275900690685,0.005411383655251412,0.16025137470542028,0.17887323943661973,0.20605919119027094,0.2727272727272727,0.23104056437389797,0.0,0.6058762816286706,0.06360530546623794,0.41035900855840834,0.40221997981836527,0.12909507445589918,0.7456974879743452,0.47047078604455644,0.6018566549570443,0.8488755749602634,0.0,0.8286762474829669,0.6833147019580974,0.6506484149855909,0.20320146818923324,0.3472071922084408,1.0,0.026692708333333332,0,1.0,3.0
0.050569893881828906,0.4519906323185012,0.032404469603590204,0.11071472002738883,0.00019749575384129243,0.015710919088766696,0.0014084507042253524,0.0003111617165063224,0.3295454545454546,0.23104056437389797,0.038461538461538464,0.5745171466665625,0.8598271704180065,0.2655329554295876,0.5963673057517659,0.000916380297823597,0.9999999999999999,1.0,0.24400588605066936,0.33739775258973775,0.0,0.07260088820235572,0.1435216905268472,0.17186599423631127,0.30128466557911904,0.5015399983351368,0.0025177386129549006,0.06966145833333333,0,1.0,8.0
0.002685706799423556,0.3155737704918033,0.033987449107626085,0.11612819772012731,0.256270490184461,0.24587588373919878,0.20140845070422536,0.22090835513660492,0.28409090909090906,0.2275132275132279,0.0,0.7997210811758749,0.06079180064308682,0.45059464265866395,0.38627648839556,0.1411225658648339,0.5113842864778193,0.43474148802017654,0.3439455572942285,0.7522420879089061,0.0,0.8369790086337682,0.6966932314016805,0.6578170028818445,0.1951468189233279,0.3473736785149421,1.0,0.022135416666666664,0,1.0,3.0
0.05522075199790384,0.3155737704918033,0.0,0.0,0.0036339218706797805,0.009426551453260018,0.014084507042253523,0.0028195532047022628,0.14204545454545459,0.2275132275132279,0.0,0.32750512362124684,0.7469855305466238,0.07202400800266756,0.7477295660948537,0.004238258877434135,0.6182789951897381,1.0,0.25617292035335104,0.35822155857310417,1.0,0.33459299920006624,0.235548663950092,0.38876080691642656,0.6326468189233279,0.273287272121868,0.10162508583199817,0.05078125,0,1.0,7.0
0.087187213415433,0.7792740046838408,0.0966540180499926,0.3302379405082891,0.0067543547813722,0.01021209740769835,0.06760563380281691,0.005576215522787904,0.27840909090909094,0.23456790123456805,0.23076923076923078,0.4441096682227751,0.03547025723472669,0.29365344003556737,0.09182643794147326,0.000916380297823597,0.2873329770176376,1.0,0.24437567320072986,0.3377552458122047,1.0,0.4054285162607233,0.1435216905268472,0.6120317002881845,0.9640089722675367,0.31390993090818275,0.3291371023117418,0.039713541666666664,1,0.0,8.0
